customer_message,gold_intent,predicted_intent,confidence,action,intent_correct,reply,reason,evidence_reason
@AppleSupport heavy Battery drain on iOS 11.1 on a iPhone 7. Worst than 11.0.3... why don’t you solve this??,battery_charging,battery_charging,0.8744,auto_handle,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport Every time I️ use the letter “ i “ it pops up,sim_cellular_network,performance_crash,0.6726,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport why do your support staff keep saying repair when under uk consumer law you’re obliged to replace or refund in first month,purchases_billing,purchases_billing,0.714,escalate,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Error 11.0.2. @115858 @AppleSupport 🙄,apps_app_store,performance_crash,0.3056,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport, I didn’t sign up for localized album covers, how do I disable this crap? iPhone language: English (U.K.) Region: United Kingdom Yes, my payment country is Russia.",purchases_billing,purchases_billing,0.6916,escalate,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
My iPhone has basically been redundant since doing the new iOS update! What’s going on @AppleSupport ?,ios_update,ios_update,0.8593,auto_handle,True,We're happy to help with the iOS update issue. Could you tell us which device and iOS version you're currently using and what happens when you try to update?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport I’m only seeing this bug over social media instead of messages/autocorrect. not sure if it’s from iPhone or Android users, but it did not resolve with the update.",messages_imessage,messages_imessage,0.2726,escalate,True,We're here to help with your messaging issue. Could you tell us what happens when you try to send or receive a message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport wassup man I️ tried to update my MacBook an my shit crashed 🤦🏽‍♂️,performance_crash,performance_crash,0.6637,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
RIP my battery @AppleSupport,battery_charging,battery_charging,0.9425,auto_handle,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport Nope it isn't clicked,it happens when I watch a video and when u turn the phone normal it stays fully open...",sim_cellular_network,performance_crash,0.4748,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport It said Finnish is not supported lol,apps_app_store,performance_crash,0.337,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport hello i just updated my phone to the newest update and it’s not letting me call ANYONE and i really need to talk to my mom so if u could fix this that would be great,calls,performance_crash,0.4402,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Charged all the way to 100% last night. Somehow already at 68%. No apps opened.,sim_cellular_network,performance_crash,0.2725,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport How can I revert back to ISO 10 please? 😑,apple_id_account,performance_crash,0.2256,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"Swollen Battery on 1st Gen Apple Watch, Screen Dislodged, Apple Support Chat denies Warranty Extension #confused @AppleSupport",battery_charging,battery_charging,0.4367,escalate,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Hey @AppleSupport I’m sick of this damn A ? Stuff. Fix it,sim_cellular_network,performance_crash,0.627,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport my location services is stuck on requesting data why won’t it shut off,apple_id_account,device_settings_features,0.739,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport @115858 iOS 11.0.3 Problems Problems Problems!📱7 Plus crap after update!Provide fix! Crash&amp;drain bugs to use phone normally.,performance_crash,performance_crash,0.6828,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Anyone else’s phone now buggered cause of the last @AppleSupport iOS download?,sim_cellular_network,ios_update,0.4556,escalate,False,We're happy to help with the iOS update issue. Could you tell us which device and iOS version you're currently using and what happens when you try to update?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Can’t save pictures sent in @4305 to my camera roll (iPhone). Is this a bug with the iOS11? @AppleSupport,apps_app_store,performance_crash,0.3936,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport for the love of god, can we get an update for this “I️” nonsense?",sim_cellular_network,performance_crash,0.3855,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport So still, why the need for cc when you first set up an ID.",sim_cellular_network,apple_id_account,0.6301,escalate,False,"We're here to help with your Apple ID issue. Could you tell us whether you're having trouble signing in, with your password, or with your account settings?",Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport No, I don’t even see that option. Sometimes it sets itself to less than 10% or more than 90%.",apps_app_store,performance_crash,0.4556,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport I had low power mode on 😂😂😂 sorry,sim_cellular_network,device_settings_features,0.6078,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
HELPPPPPPP @AppleSupport,other_unclear,performance_crash,0.4261,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Every single update the volume/ringer interface is supposedly fixed. Still waiting for it ... @115858 @AppleSupport,sim_cellular_network,device_settings_features,0.8052,auto_handle,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport Y’all going to refund me for all the days my Apple Music hasn’t worked?! I’m going to have to drive home listening to the RADIO 😭,purchases_billing,purchases_billing,0.6773,escalate,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport This was not helpful in the slightest bit. Thanks for trying to help. This new update is what’s causing the glitch,sim_cellular_network,performance_crash,0.8335,auto_handle,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport Et que si je m’éloigne de ma box au bout de 3m c’est le no man’s land ? (Genre la je suis dans la pièce à côté mais en 4g pour écrire),sim_cellular_network,sim_cellular_network,0.5548,escalate,True,We're here to help with the network issue. Could you let us know which device you're using and whether you see 'No Service' or 'Searching'?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport Just a few contacts, not all. I get the red exclamation point. Tried all fixes from link and still nothing. Connectivity is fine as well.",messages_imessage,performance_crash,0.316,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Hey @AppleSupport my phone alarm didn’t make a sound for a full hour why are you trying to ruin my life,apps_app_store,device_settings_features,0.6916,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Hey @AppleSupport! Fix your glitch with the letter that comes after “h”!,performance_crash,performance_crash,0.9155,auto_handle,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"Worst #customerservice ever @applesupport - Up to 4th Senior Advisor - no follow up, no call back, no resolution, now a hangup @116333",other_unclear,sim_cellular_network,0.3047,escalate,False,We're here to help with the network issue. Could you let us know which device you're using and whether you see 'No Service' or 'Searching'?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"My iPhone 7 doesnthave an ""auto call answering"" option but I sick of it auto answering after few rings. How do I stop it?😡😡💚💚 @AppleSupport",calls,device_settings_features,0.5648,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport IOS 11.1 UI is broken:Try making a call &amp; at the same time access any other app. The screen splits into 2 &amp; one half its black,calls,performance_crash,0.764,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport I have to restart my phone every single time I want to make a call because the new update messed up with the handset!!!! FIX THIS BUG,calls,performance_crash,0.5818,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Just the phone call,calls,calls,0.6329,escalate,True,We're here to help with your calling issue. Please let us know which iOS version your device is running and whether you're able to receive calls.,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport I purchased extra storage but it's not reflecting. Can you help,purchases_billing,purchases_billing,0.8549,auto_handle,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
Hi @AppleSupport how can I access audiobooks not purchased on iTunes but in the #audiobooks section of my #iTunes library on my #iPhone?,purchases_billing,purchases_billing,0.8529,auto_handle,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport I was expecting them to sync, either via iTunes Match or on iBooks. Ones purchases through iTunes seem to appear in ibooks but others don't",purchases_billing,purchases_billing,0.7294,escalate,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport They were all purchased from iTunes,purchases_billing,purchases_billing,0.9246,auto_handle,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport are there any changes or issues with payment service? My method keeps being rejected. It worked perfectly fine a week ago.,purchases_billing,purchases_billing,0.3761,escalate,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport the text reactions aren't working in iMessage. also when I FacetTme from my MacBook, the person I'm talking to can't see me",messages_imessage,messages_imessage,0.8446,auto_handle,True,We're here to help with your messaging issue. Could you tell us what happens when you try to send or receive a message?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport when I click on a message, the options do not appear on touch bar. And yes the FaceTime doesn't work for any contact",messages_imessage,device_settings_features,0.5434,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Would love to be able to delete a group of texts messages at the same time. It shouldn't be that difficult!,messages_imessage,messages_imessage,0.4532,escalate,True,We're here to help with your messaging issue. Could you tell us what happens when you try to send or receive a message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Nope. Just the exclamation mark saying not delivered. Only to android phones. iMessage works perfect,messages_imessage,messages_imessage,0.8493,auto_handle,True,We're here to help with your messaging issue. Could you tell us what happens when you try to send or receive a message?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport the new update sucks. Do I need my cellular data on to send texts to non iPhone friends?,messages_imessage,sim_cellular_network,0.6957,escalate,False,We're here to help with the network issue. Could you let us know which device you're using and whether you see 'No Service' or 'Searching'?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Hello @AppleSupport is there a bug for this #iOS11 ? Toggle from airplane mode turns on WiFi and Bluetooth,device_settings_features,device_settings_features,0.9572,auto_handle,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport #iOS11 bug when playing audio with bluetooth (music or spotify app): music sometimes stops for a split second :-(,device_settings_features,device_settings_features,0.8575,auto_handle,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"Why does my wifi &amp; bt still turned on even i turned em off in control center, it drains my batt ios11.1 @AppleSupport",device_settings_features,device_settings_features,0.9583,auto_handle,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"Extremely unimpressed @AppleSupport! Installed #macOSHighSierra &amp; now my #iMac's #bluetooth #keyboard isn't connected, how do I then log in?",device_settings_features,device_settings_features,0.9136,auto_handle,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport Yep, immediately to the right of the WiFi icon. Spins continuously unless the phone is locked.",device_settings_features,device_settings_features,0.8934,auto_handle,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
